sku,article_no,selling_price,inventory_quantity,4_weeks_sales,status,factory,MOI,PO,ETA,market,DUS_quantity,total_cost,MOQ,inventory_value
PPR-303MR-18020,18020,10.99,2,1.0,EOL,Perixx DE,2.0,,,FR,0.0,3.11,50.0,
PPR-512-11766,11766,19.99,4,0.0,STD,TTX,99998.0,,,FR,982.0,7.35,1000.0,
PB-513IINFR-11416,11416,49.99,38,11.0,EOL,SQT,3.45,,,FR,24.0,12.97,500.0,
PB-512BBE-11973,11973,44.99,10,0.0,STD,CEZ,99998.0,,,FR,26.0,15.05,18.0,
PD-406BFR-11452,11452,39.99,55,18.0,STD,Togran,3.06,,,FR,80.0,15.6,1000.0,
PB-512BBP-11961,11961,44.99,8,5.0,STD,CEZ,1.6,,,FR,18.0,15.05,18.0,
PD-303WBE-11893,11893,24.99,8,0.0,STD,CEZ,99998.0,,,FR,0.0,11.01,20.0,
PB-208WBE-11864,11864,21.99,18,0.0,STD,CEZ,99998.0,,,FR,0.0,8.35,20.0,
PB-208BBE-11858,11858,19.99,18,0.0,STD,CEZ,99998.0,,,FR,0.0,8.35,20.0,
MX-2000B-11019,11019,34.99,10,0.0,EOL,Togran,99998.0,,,FR,1052.0,16.59,2000.0,
PB-208BFA-11972,11972,24.99,16,9.0,STD,CEZ,1.78,,,FR,0.0,8.35,20.0,
PB-413BUS-11798,11798,34.99,6,1.0,STD,Chicony,6.0,,,FR,349.0,12.89,504.0,
PB-413BFR-11801,11801,39.99,2,3.0,STD,CEZ,0.67,,,FR,10.0,14.37,18.0,
PB-613BFR-11807,11807,49.99,16,8.0,STD,CEZ,2.0,,,FR,28.0,21.65,18.0,
PB-413FRW-11978,11978,29.99,2,2.0,STD,CEZ,1.0,,,FR,18.0,14.37,18.0,
PPR-801-11904,11904,34.99,10,0.0,STD,Togran,99998.0,,,FR,492.0,13.79,2000.0,
PM-520W-11923,11923,34.99,1,3.0,STD,Togran,0.33,,,FR,691.0,14.02,2000.0,
PM-720W-11924,11924,39.99,8,0.0,STD,Togran,99998.0,,,FR,693.0,15.64,2000.0,
PPR-101-11943,11943,9.99,5,0.0,STD,TTX,99998.0,,,FR,610.0,2.75,1000.0,
PPR-411-11908,11908,10.99,2,0.0,STD,TTX,99998.0,,,FR,1529.0,5.57,1000.0,
PM-803A-11907,11907,24.99,20,0.0,STD,BOW,99998.0,,,FR,531.0,8.69,1000.0,
PB-613FRWN-11980,11980,39.99,14,4.0,EOL,CEZ,3.5,,,FR,0.0,21.02,18.0,
PM-713NW-11937,11937,21.99,1,10.0,STD,Togran,0.1,,,FR,8.0,7.19,2000.0,
PD-712BFRN-11264,11264,24.99,64,25.0,STD,SQT,2.56,,,FR,280.0,7.7,500.0,
PB-106MBP-12056,12056,39.99,0,8.0,STD,CEZ,0.0,20.0,2023-02-10,FR,0.0,10.55,20.0,
PM-209C-11994,11994,12.99,83,41.0,STD,Intech,2.02,3000.0,2023-02-16,FR,15.0,2.97,5000.0,
PB-407BFA-12061,12061,19.99,17,1.0,NEW,CEZ,17.0,,,FR,0.0,8.65,20.0,
PD-707WFA-12062,12062,24.99,16,2.0,STD,CEZ,8.0,,,FR,15.0,15.05,20.0,
PD-307BFA-12065,12065,9.99,33,6.0,NEW,CEZ,5.5,,,FR,0.0,11.21,20.0,
PM-819-12013,12013,34.99,56,35.0,STD,Togran,1.6,,,FR,742.0,13.16,2000.0,
PM-813B-11983,11983,29.99,114,38.0,STD,Togran,3.03,,,FR,389.0,9.53,2000.0,
PM-611B-11903,11903,24.99,10,0.0,STD,Intech,99998.0,,,FR,1099.0,8.58,1000.0,
PPR-403-N11764,11764,5.99,5,0.0,STD,CLC,99998.0,,,FR,452.0,0.94,2000.0,
PPD-202C-12060,12060,19.99,39,1.0,STD,Donar,39.0,,,FR,730.0,6.44,500.0,
PB-210BFR-12059,12059,29.99,58,10.0,STD,BOW,5.8,,,FR,370.0,7.1,500.0,
PD-713PPFR-12087,12087,49.99,108,34.0,STD,SQT,3.18,,,FR,0.0,11.94,500.0,
PD-212WFR-12110,12110,19.99,80,29.0,STD,SQT,2.76,,,FR,260.0,5.72,500.0,
PB-613WFA-12158,12158,24.99,5,0.0,EOL,CEZ,99998.0,,,FR,0.0,21.02,18.0,
PB-613WBE-12157,12157,39.99,5,0.0,EOL,CEZ,99998.0,,,FR,6.0,21.02,18.0,
PB-613BBE-12150,12150,34.99,6,4.0,NEW,CEZ,1.5,,,FR,6.0,21.65,18.0,
PB-613BFA-12151,12151,24.99,12,0.0,NEW,CEZ,99998.0,,,FR,6.0,21.65,18.0,
PB-333BFR-12067,12067,34.99,52,5.0,NEW,BOW,10.4,,,FR,414.0,11.23,500.0,
PB-213BFR-11956,11956,24.99,26,0.0,NEW,BOW,99998.0,,,FR,438.0,6.6,500.0,
PB-332BFR-12114,12114,29.99,32,5.0,NEW,BOW,6.4,,,FR,460.0,9.25,500.0,
PB-210CBFR-12120,12120,29.99,64,6.0,NEW,BOW,10.67,,,FR,399.0,7.43,500.0,
PPR-409-12129,12129,4.99,14,0.0,NEW,SQT,99998.0,,,FR,804.0,0.72,1000.0,
PPR-408-12128,12128,4.99,15,0.0,NEW,SQT,99998.0,,,FR,824.0,0.61,1000.0,
PB-429BFR-11824,11824,34.99,39,0.0,NEW,BOW,99998.0,,,FR,457.0,13.09,500.0,
PD-707BBE-11313,11313,24.99,20,0.0,NEW,CEZ,99998.0,,,FR,0.0,15.05,20.0,
PB-106BBE-11307,11307,24.99,20,0.0,NEW,CEZ,99998.0,,,FR,0.0,10.35,20.0,
PB-106MBE-11308,11308,39.99,8,5.0,NEW,CEZ,1.6,,,FR,0.0,10.55,20.0,
PB-512WBE-11311,11311,44.99,5,0.0,NEW,CEZ,99998.0,,,FR,12.0,15.25,18.0,
PB-612BBE-11317,11317,59.99,8,1.0,NEW,CEZ,8.0,,,FR,6.0,23.25,18.0,
PB-612WBE-11312,11312,59.99,18,0.0,NEW,CEZ,99998.0,,,FR,18.0,22.07,18.0,
PM-802PK-12141,12141,17.99,4,2.0,NEW,SQT,2.0,,,FR,210.0,4.68,500.0,
PM-802IN-12177,12177,17.99,5,0.0,NEW,SQT,99998.0,,,FR,184.0,4.44,500.0,
PM-802BL-12142,12142,17.99,9,0.0,NEW,SQT,99998.0,,,FR,127.0,4.68,500.0,
PD-307BBE-N11932,11932,24.99,0,0.0,STD,CEZ,0.0,,,FR,25.0,11.21,20.0,
PB-106BFR-11203,11203,29.99,17,0.0,NEW,CEZ,99998.0,,,FR,0.0,8.49,20.0,
PB-213WFR-12107,12107,24.99,14,4.0,NEW,BOW,3.5,,,FR,480.0,6.6,500.0,
PB-413WBE-11310,11310,39.99,12,0.0,NEW,CEZ,99998.0,,,FR,24.0,14.37,18.0,
PB-413BBE-11309,11309,39.99,11,1.0,NEW,CEZ,11.0,,,FR,24.0,14.37,18.0,
PB-432BFR-12133,12133,22.99,0,0.0,NEW,BOW,0.0,,,FR,498.0,7.05,500.0,
PM-513I-12180,12180,19.99,0,0.0,NEW,Togran,0.0,,,FR,199.0,4.62,2000.0,
PB-732BFR-12169,12169,0.0,0,0.0,READY,BOW,0.0,,,FR,,11.99,500.0,
PD-714BUS-11668,11668,0.0,0,0.0,STD,SQT,0.0,,,FR,9.0,6.99,500.0,
DX-1000M-10891,10891,8.99,47,10.0,STD,TTX,4.7,720.0,2023-03-15,IT,703.0,1.3,1000.0,
DX-1000L-10887,10887,10.99,2,5.0,STD,TTX,0.4,,,IT,2229.0,1.61,1000.0,
DX-1000XXL-11077,11077,18.99,19,1.0,STD,TTX,19.0,,,IT,813.0,4.71,1000.0,
DX-2000XXL-11145,11145,18.99,27,7.0,STD,TTX,3.86,,,IT,60.0,4.73,1000.0,
PB-407BIT-11017,11017,22.99,47,31.0,STD,Chicony,1.55,,,IT,260.0,6.6,500.0,
PB-407WIT-11018,11018,19.99,0,0.0,STD,CEZ,0.0,,,IT,0.0,8.65,20.0,
PB-509HUS-11002,11002,39.99,0,3.0,STD,Donar,0.0,400.0,2023-02-16,IT,10.0,16.44,500.0,
PD-303WIT-11287,11287,29.99,55,16.0,STD,CEZ,3.44,,,IT,14.0,11.01,20.0,
PD-712BIT-11265,11265,26.99,198,130.0,STD,SQT,1.55,,,IT,400.0,7.7,500.0,
PD-712WIT-11258,11258,26.99,89,74.0,STD,SQT,1.2,,,IT,110.0,7.92,500.0,
PM-201PB-10042,11387,9.99,68,21.0,STD,SQT,3.29,,,IT,2188.0,1.82,1000.0,
PM-508-10844,10844,19.99,43,8.0,STD,Togran,5.38,,,IT,3712.0,5.62,2000.0,
PM-513N-11168,11168,16.99,99,72.0,STD,Togran,1.38,2000.0,2023-02-16,IT,845.0,4.11,2000.0,
PM-608-10914,10914,21.99,20,10.0,STD,Togran,2.0,,,IT,3645.0,6.72,2000.0,
PM-713N-11167,11167,19.99,180,59.0,STD,Togran,3.05,5000.0,2023-02-16,IT,1903.0,6.34,2000.0,
PERIPAD-202HB-11091,11091,16.99,18,10.0,STD,Donar,1.8,,,IT,1632.0,5.98,500.0,
PP-501B-10062,11284,19.99,25,18.0,STD,LT,1.39,895.0,2023-02-16,IT,8.0,6.71,1000.0,
PRR-401-19998,19998,8.99,95,70.0,STD,CLC,1.36,,,IT,289.0,1.69,2100.0,
PM-718-11411,11411,19.99,15,13.0,EOL,Togran,1.15,,,IT,1246.0,7.61,2000.0,
PM-802B-11402,11402,12.99,231,27.0,STD,SQT,8.56,,,IT,2740.0,4.22,500.0,
PB-513US-10165,11417,44.99,10,0.0,STD,Donar,99998.0,,,IT,434.0,12.97,500.0,
PB-409UIT-11512,11512,19.99,158,151.0,STD,Togran,1.02,,,IT,378.0,4.61,1000.0,
PM-513L-11516,11516,16.99,117,42.0,STD,Togran,2.81,,,IT,666.0,4.05,2000.0,
PM-713L-11517,11517,24.99,61,28.0,STD,Togran,2.18,,,IT,440.0,6.34,2000.0,
PM-519-11521,11521,18.99,73,5.0,STD,Togran,14.6,560.0,2023-02-16,IT,5.0,4.6,2000.0,
PM-719-11522,11522,22.99,66,42.0,STD,Togran,1.57,,,IT,0.0,6.82,2000.0,
PPR-34-18010,18010,10.99,6,2.0,STD,Perixx DE,3.0,,,IT,1097.0,2.7,50.0,
PM-515-11209,11534,17.99,0,0.0,STD,Togran,0.0,1760.0,2023-02-16,IT,0.0,5.53,2000.0,
PM-718R-11562,11562,14.99,0,29.0,EOL,Togran,0.0,,,IT,0.0,7.78,2000.0,
PM-717D-11568,11568,34.99,18,3.0,STD,Togran,6.0,,,IT,1495.0,12.69,2000.0,
PM-517D-11567,11567,29.99,48,40.0,STD,Togran,1.2,,,IT,354.0,10.91,2000.0,
PB-512BIT-11576,11576,44.99,64,12.0,STD,Chicony,5.33,,,IT,410.0,14.74,504.0,
PB-514HPSUS-11048,11048,49.99,0,1.0,STD,Togran,0.0,,,IT,10.0,13.21,1000.0,
PPD-202UB-11251,11251,12.99,22,13.0,STD,Donar,1.69,,,IT,101.0,4.03,500.0,
PM-804B-11582,11582,24.99,13,2.0,STD,Togran,6.5,,,IT,943.0,9.53,2000.0,
PB-315US-10917,10917,59.99,24,10.0,STD,Togran,2.4,,,IT,17.0,19.92,1000.0,
PM-715-11208,11533,19.99,4,4.0,STD,Togran,1.0,,,IT,1055.0,7.82,2000.0,
PPD-504-11572,11572,24.99,30,26.0,STD,Togran,1.15,1000.0,2023-02-16,IT,2.0,6.24,1000.0,
DX-1000XL-N11052,11052,12.99,17,3.0,STD,TTX,5.67,720.0,2023-03-15,IT,802.0,2.06,1000.0,
PB-409PIT-11632,11632,19.99,33,29.0,STD,Togran,1.14,,,IT,0.0,4.61,1000.0,
PB-510HIT-11631,11631,49.99,17,9.0,STD,Donar,1.89,,,IT,120.0,13.77,500.0,
PB-322BUS-11577,11577,119.99,11,3.0,STD,Togran,3.67,,,IT,310.0,50.32,1000.0,
PB-522BUS-11578,11578,119.99,2,1.0,STD,Togran,2.0,,,IT,105.0,44.26,1000.0,
MX-2000B-11019,11019,14.99,13,13.0,EOL,Togran,1.0,,,IT,1052.0,16.59,2000.0,
PB-107PIT-11628,11628,29.99,13,9.0,STD,CEZ,1.44,20.0,2023-02-10,IT,0.0,8.91,20.0,
PM-719L-11635,11635,22.99,46,12.0,STD,Togran,3.83,,,IT,2691.0,6.75,2000.0,
PB-409HIT-11621,11621,26.99,0,0.0,STD,Togran,0.0,,,IT,0.0,7.5,1000.0,
PB-612BIT-11613,11613,59.99,38,2.0,STD,CEZ,19.0,,,IT,18.0,23.25,18.0,
PB-220HIT-11651,11651,39.99,0,0.0,STD,Togran,0.0,,,IT,0.0,8.42,1000.0,
PD-212BIT-11546,11546,19.99,57,67.0,STD,SQT,0.85,,,IT,400.0,5.5,500.0,
PM-209P-10442,10442,11.99,92,51.0,STD,Intech,1.8,,,IT,1333.0,2.34,3000.0,
PB-220UIT-11643,11643,17.99,47,24.0,STD,Togran,1.96,,,IT,290.0,7.1,1000.0,
PM-802W-11538,11538,14.99,21,19.0,STD,SQT,1.16,,,IT,810.0,4.35,500.0,
PPR-303GP-18026,18026,10.99,3,1.0,STD,Perixx DE,3.0,,,IT,326.0,3.17,50.0,
PPR-303GDB-18025,18025,10.99,7,2.0,STD,Perixx DE,3.5,,,IT,598.0,3.17,50.0,
PPD-205-11444,11444,13.99,8,0.0,STD,Togran,99998.0,,,IT,322.0,4.05,1000.0,
PPD-705-11574,11574,13.99,33,11.0,EOL,Togran,3.0,,,IT,324.0,5.2,1000.0,
PD-505BIT-11589,11589,24.99,54,34.0,STD,Togran,1.59,,,IT,541.0,17.62,1008.0,
PB-324BIT-11256,11256,29.99,0,0.0,EOL,JW,0.0,,,IT,0.0,21.01,500.0,
PM-520-11447,11447,34.99,31,10.0,STD,Togran,3.1,,,IT,264.0,13.09,2000.0,
PM-720-11449,11449,39.99,13,9.0,STD,Togran,1.44,,,IT,530.0,14.71,2000.0,
PD-606IT-11498,11498,39.99,47,15.0,STD,Togran,3.13,,,IT,166.0,18.99,1000.0,
PD-406IT-11451,11451,24.99,38,12.0,STD,Togran,3.17,,,IT,120.0,15.6,1000.0,
PM-209U-11529,11529,10.99,100,29.0,STD,Intech,3.48,,,IT,2927.0,1.96,3000.0,
PPR-706-11573,11573,34.99,5,9.0,EOL,Togran,0.56,,,IT,15.0,16.07,1000.0,
PD-713IT-11714,11714,34.99,113,51.0,STD,SQT,2.22,,,IT,138.0,11.94,500.0,
PPD-704-11634,11634,34.99,37,1.0,STD,Togran,37.0,,,IT,148.0,7.85,2000.0,
PD-707PWIT-10964,10964,39.99,14,16.0,STD,CEZ,0.88,,,IT,0.0,15.05,20.0,
PB-512WIT-11597,11597,39.99,19,3.0,STD,CEZ,6.33,,,IT,0.0,15.25,18.0,
PM-201UB-11687,11687,9.99,86,1.0,STD,SQT,86.0,,,IT,608.0,1.93,1000.0,
PM-519L-11705,11705,17.99,3,6.0,EOL,Togran,0.5,,,IT,23.0,4.6,2000.0,
PD-212WIT-11697,11697,19.99,68,28.0,STD,SQT,2.46,,,IT,310.0,5.72,500.0,
PB-317BIT-11629,11629,29.99,179,143.0,STD,Palm max,1.21,505.0,"2023-02-16,2023-02-16",IT,0.0,6.88,1000.0,
PB-422IT-11693,11693,19.99,146,96.0,STD,SQT,1.56,,,IT,219.0,3.97,500.0,
PM-201CB-11703,11703,14.99,163,29.0,STD,SQT,5.62,,,IT,916.0,2.09,1000.0,
PPR-303GPK-18037,18037,10.99,4,0.0,STD,Perixx DE,99998.0,,,IT,104.0,3.17,50.0,
PPR-303GYL-18040,18040,9.99,3,2.0,STD,Perixx DE,1.5,,,IT,197.0,3.17,50.0,
PPR-303GLV-18038,18038,9.99,3,1.0,STD,Perixx DE,3.0,,,IT,26.0,3.17,50.0,
MX-2500B-11724,11724,11.99,11,4.0,EOL,Togran,2.75,,,IT,877.0,15.25,2000.0,
PD-714BIT-11757,11757,16.99,0,61.0,EOL,SQT,0.0,,,IT,0.0,6.99,500.0,
PB-117ITB-11770,11770,17.99,22,12.0,STD,Palm max,1.83,,,IT,85.0,4.73,1000.0,
PB-329BIT-11817,11817,49.99,22,14.0,STD,JW,1.57,,,IT,89.0,18.39,500.0,
PB-106MIT-11820,11820,44.99,24,14.0,STD,CEZ,1.71,,,IT,0.0,10.55,20.0,
PD-605BIT-11457,11457,59.99,92,61.0,STD,Togran,1.51,,,IT,153.0,21.02,1008.0,
PB-106WIT-11292,11292,34.99,21,13.0,STD,CEZ,1.62,,,IT,0.0,10.55,20.0,
PB-208BIT-11845,11845,24.99,10,3.0,STD,CEZ,3.33,,,IT,0.0,8.35,20.0,
PB-208WIT-11849,11849,23.99,24,8.0,STD,CEZ,3.0,,,IT,0.0,8.35,20.0,
PM-503B-11419,11419,14.99,35,22.0,STD,Togran,1.59,,,IT,99.0,5.67,2000.0,
PB-326BIT-11787,11787,29.99,56,33.0,STD,Togran,1.7,,,IT,41.0,8.64,1000.0,
PB-429BIT-11822,11822,34.99,87,42.0,STD,BOW,2.07,,,IT,177.0,13.09,500.0,
PD-707PBIT-10961,10961,39.99,9,13.0,STD,CEZ,0.69,,,IT,0.0,15.05,20.0,
PD-307BIT-11371,11371,14.99,19,7.0,STD,CEZ,2.71,,,IT,20.0,11.21,20.0,
PPR-404-11765,11765,4.99,5,0.0,STD,SQT,99998.0,,,IT,184.0,0.81,1000.0,
PPR-403-11764,11764,5.99,1,0.0,STD,CLC,99998.0,,,IT,452.0,0.94,2000.0,
PPR-406-11796,11796,5.99,4,0.0,STD,CLC,99998.0,,,IT,2170.0,0.86,2000.0,
PPR-407-11797,11797,7.99,4,0.0,STD,CLC,99998.0,,,IT,2364.0,1.34,2100.0,
PM-209PW-11831,11831,10.99,72,2.0,STD,Intech,36.0,,,IT,2617.0,2.52,3000.0,
PM-209WU-11832,11832,10.99,9,1.0,STD,Intech,9.0,,,IT,676.0,2.42,3000.0,
PB-612WIT-11655,11655,49.99,5,5.0,STD,CEZ,1.0,,,IT,0.0,22.07,18.0,
PPR-512-11766,11766,19.99,11,0.0,STD,TTX,99998.0,,,IT,982.0,7.35,1000.0,
PB-413BIT-11803,11803,24.99,9,1.0,NEW,CEZ,9.0,,,IT,0.0,14.37,18.0,
PB-413WIT-11977,11977,19.99,18,0.0,NEW,CEZ,99998.0,,,IT,0.0,14.37,18.0,
PB-613BIT-11809,11809,24.99,9,7.0,STD,CEZ,1.29,,,IT,12.0,21.02,18.0,
PB-613WIT-11981,11981,24.99,14,0.0,EOL,CEZ,99998.0,,,IT,0.0,21.02,18.0,
PB-609BIT-11842,11842,13.99,0,46.0,EOL,Togran,0.0,,,IT,0.0,7.85,1000.0,
PPR-801-11904,11904,34.99,5,1.0,STD,Togran,5.0,,,IT,492.0,13.79,2000.0,
PM-520W-11923,11923,34.99,6,1.0,STD,Togran,6.0,,,IT,691.0,14.02,2000.0,
PM-720W-11924,11924,39.99,7,0.0,STD,Togran,99998.0,,,IT,693.0,15.64,2000.0,
PB-210BIT-11926,11926,29.99,76,45.0,STD,BOW,1.69,,,IT,120.0,7.1,500.0,
PPR-101-11943,11943,9.99,13,0.0,STD,TTX,99998.0,,,IT,610.0,2.75,1000.0,
PM-803A-11907,11907,24.99,8,2.0,STD,BOW,4.0,,,IT,531.0,8.69,1000.0,
PPR-511-11925,11925,5.99,0,0.0,EOL,TTX,0.0,,,IT,0.0,7.35,1000.0,
PPR-411-11908,11908,12.99,3,1.0,STD,TTX,3.0,,,IT,1529.0,5.57,1000.0,
PM-713NW-11937,11937,22.99,28,35.0,STD,Togran,0.91,,,IT,8.0,7.19,2000.0,
PB-106BIT-11291,11291,34.99,25,11.0,STD,CEZ,2.27,,,IT,0.0,10.35,20.0,
PM-209C-11994,11994,14.99,54,100.0,STD,Intech,0.57,3000.0,2023-02-16,IT,15.0,2.97,5000.0,
PB-333BUS-11618,11618,29.99,20,3.0,STD,BOW,6.67,,,IT,506.0,11.23,500.0,
PM-813B-11983,11983,29.99,115,68.0,STD,Togran,1.69,,,IT,389.0,9.53,2000.0,
PM-819-12013,12013,34.99,30,8.0,STD,Togran,3.75,,,IT,742.0,13.16,2000.0,
PM-611-11903,11903,10.99,45,26.0,STD,Intech,1.73,,,IT,1099.0,8.58,1000.0,
PPD-202C-12060,12060,16.99,12,3.0,STD,Donar,4.0,,,IT,730.0,6.44,500.0,
PB-333BIT-12068,12068,34.99,134,50.0,NEW,BOW,2.7,,,IT,210.0,11.23,500.0,
PB-732BIT-12075,12075,34.99,38,32.0,NEW,BOW,1.22,,,IT,340.0,11.99,500.0,
PB-305ABIT-12064,12064,19.99,49,25.0,NEW,Perixx DE,1.96,,,IT,0.0,12.91,8.0,
PB-213BIT-11955,11955,24.99,79,20.0,NEW,BOW,3.95,,,IT,360.0,6.6,500.0,
PB-332BIT-12116,12116,29.99,63,41.0,NEW,BOW,1.54,,,IT,320.0,9.25,500.0,
PB-210CBIT-12121,12121,26.99,29,9.0,NEW,BOW,3.22,,,IT,450.0,7.43,500.0,
PPR-408-12128,12128,5.99,5,0.0,NEW,SQT,99998.0,,,IT,824.0,0.61,1000.0,
PPR-409-12129,12129,5.99,4,0.0,NEW,SQT,99998.0,,,IT,804.0,0.72,1000.0,
PM-802BL-12142,12142,14.99,8,6.0,NEW,SQT,1.33,,,IT,127.0,4.68,500.0,
PM-802PK-12141,12141,14.99,26,4.0,NEW,SQT,6.5,,,IT,210.0,4.68,500.0,
PM-802IN-12177,12177,14.99,21,13.0,NEW,SQT,1.62,,,IT,184.0,4.44,500.0,
PB-432BIT-12134,12134,19.99,38,0.0,NEW,BOW,99998.0,,,IT,460.0,7.05,500.0,
PB-331BIT-12130,12130,39.99,39,1.0,NEW,BOW,39.0,,,IT,460.0,12.76,500.0,
PB-213WIT-12108,12108,24.99,39,1.0,NEW,BOW,39.0,,,IT,460.0,6.6,500.0,
PB-515HPUS-11049,11341,0.0,0,0.0,STD,Togran,0.0,,,IT,43.0,17.75,1000.0,
FBA-PB-106BJP-11276,11276,4499.0,0,0.0,STD,Chicony,0.0,,,JP,178.0,8.69,500.0,
FBA-PB-106US-11204,11204,4999.0,14,9.0,STD,Chicony,1.56,,,JP,482.0,8.69,500.0,
FBA-PB-106USW-11280,11280,4999.0,4,4.0,STD,Chicony,1.0,,,JP,159.0,8.69,500.0,
FBA-PB-106WJP-11281,11281,3999.0,0,0.0,STD,Chicony,0.0,,,JP,93.0,8.69,500.0,
FBA-PB-315HUS-10917,10917,5999.0,11,7.0,STD,Togran,1.57,,,JP,17.0,19.92,1000.0,
FBA-PB-407BUS-10789,10789,2999.0,25,8.0,STD,Chicony,3.13,,,JP,676.0,6.6,500.0,
FBA-PB-407WUS-10793,10793,2999.0,16,4.0,STD,CEZ,4.0,160.0,2023-02-10,JP,30.0,8.65,20.0,
FBA-PB-409HUS-10840,10840,3499.0,27,3.0,STD,Togran,9.0,,,JP,43.0,7.5,1000.0,
FBA-PB-409PUS-11033,11033,2999.0,9,4.0,STD,Togran,2.25,,,JP,219.0,4.61,1000.0,
FBA-PB-409UUS-10960,10960,2499.0,29,11.0,STD,Togran,2.64,1000.0,2023-02-16,JP,10.0,4.61,1000.0,
FBA-PB-505HPUS-10970,11252,4499.0,18,1.0,STD,Togran,18.0,260.0,2023-02-16,JP,8.0,11.65,1000.0,
FBA-PB-509HPUS-11002,11002,4999.0,0,16.0,STD,Donar,0.0,400.0,2023-02-16,JP,10.0,16.44,500.0,
FBA-PB-510HPUS-11005,11005,4499.0,16,1.0,STD,Donar,16.0,,,JP,389.0,13.77,1000.0,
FBA-PB-513IIUS-11417,11417,4999.0,10,0.0,STD,Donar,99998.0,,,JP,434.0,12.97,500.0,
FBA-PB-514HPUS-11048,11048,5499.0,3,2.0,STD,Togran,1.5,,,JP,10.0,13.21,1000.0,
FBA-PB-515HPUS-11049,11341,6999.0,8,1.0,STD,Togran,8.0,,,JP,43.0,17.75,1000.0,
FBA-PB-517BUS-11364,11364,4999.0,4,1.0,STD,JW,4.0,,,JP,478.0,11.3,500.0,
FBA-PD-707BPSUS-10900,10900,3999.0,13,0.0,STD,CEZ,99998.0,,,JP,128.0,13.64,20.0,
FBA-PD-712BUS-11267,11267,3499.0,24,12.0,STD,SQT,2.0,500.0,2023-02-16,JP,22.0,7.7,500.0,
FBA-PD-712WUS-11261,11261,3499.0,8,7.0,STD,SQT,1.14,,,JP,9.0,7.92,500.0,
FBA-PM-201IIP-11387,11387,1199.0,30,13.0,STD,SQT,2.31,,,JP,2188.0,1.82,1000.0,
FBA-PM-508-10844,10844,1999.0,70,36.0,STD,Togran,1.97,,,JP,3712.0,5.62,2000.0,
FBA-PM-513N-11168,11168,2499.0,74,36.0,STD,Togran,2.08,2000.0,2023-02-16,JP,845.0,4.11,2000.0,
FBA-PM-608-10914,10914,2499.0,64,18.0,STD,Togran,3.56,,,JP,3645.0,6.72,2000.0,
FBA-PM-713N-11167,11167,2499.0,80,54.0,STD,Togran,1.54,5000.0,2023-02-16,JP,1903.0,6.34,2000.0,
FBA-PPD-202HB-11091,11091,1999.0,12,8.0,STD,Donar,1.5,,,JP,1632.0,5.98,500.0,
FBA-PPD-202UB-11251,11251,1499.0,54,31.0,STD,Donar,1.74,,,JP,101.0,4.03,500.0,
FBA-PPR-401-19998,19998,999.0,367,424.0,STD,CLC,0.97,,,JP,289.0,1.69,2100.0,
FBA-PM-718-11411,11411,2499.0,14,14.0,EOL,Togran,1.0,,,JP,1246.0,7.61,2000.0,
FBA-PM-802B-11402,11402,1399.0,75,38.0,STD,SQT,1.97,,,JP,2740.0,4.22,500.0,
FBA-PB-521US-11422,11422,4999.0,8,3.0,STD,Donar,2.67,,,JP,129.0,11.55,500.0,
FBA-PPR-34-Glo-18010,18010,1299.0,560,408.0,STD,Perixx DE,1.51,,,JP,1097.0,2.7,50.0,
FBA-PPR-34-Mat-18020,18020,1499.0,0,0.0,EOL,Perixx DE,0.0,,,JP,0.0,3.11,50.0,
FBA-PD-212BUS-11486,11486,2999.0,10,2.0,STD,SQT,5.0,,,JP,457.0,5.5,500.0,
FBA-PB-313US-11445,11445,5499.0,10,0.0,STD,Donar,99998.0,,,JP,131.0,17.19,500.0,
FBA-PM-513L-11516,11516,2299.0,48,18.0,STD,Togran,2.67,,,JP,666.0,4.05,2000.0,
FBA-PM-519-11521,11521,2299.0,141,12.0,STD,Togran,12.0,560.0,2023-02-16,JP,5.0,4.6,2000.0,
FBA-PM-713L-11517,11517,2999.0,62,30.0,STD,Togran,2.17,,,JP,440.0,6.34,2000.0,
FBA-PM-719-11522,11522,2799.0,146,144.0,STD,Togran,1.05,,,JP,0.0,6.82,2000.0,
FBA-PB-512BUS-11525,11525,5999.0,37,20.0,STD,Chicony,1.85,180.0,2023-02-07,JP,734.0,14.3,504.0,
FBA-PB-512WUS-11528,11528,7499.0,8,4.0,STD,Chicony,2.0,,,JP,10.0,14.3,504.0,
FBA-PB-706PSUS-10532,10532,4999.0,0,3.0,STD,Togran,0.0,800.0,2023-02-16,JP,14.0,15.63,1000.0,
FBA-PB-409JPU-11479,11479,2299.0,24,6.0,STD,Togran,4.0,,,JP,398.0,4.61,1000.0,
FBA-PM-715II-11533,11533,2999.0,56,21.0,STD,Togran,2.67,,,JP,1055.0,7.82,2000.0,
FBA-PM-515II-11534,11534,2299.0,0,0.0,STD,Togran,0.0,1760.0,2023-02-16,JP,0.0,5.53,2000.0,
FBA-PB-220UUS-11502,11502,1999.0,8,3.0,STD,Togran,2.67,,,JP,440.0,7.1,1000.0,
FBA-PB-220HUS-11506,11506,3499.0,11,0.0,STD,Togran,99998.0,,,JP,397.0,8.42,1000.0,
FBA-PB-507IIUS-11348	,11348,5999.0,0,0.0,ARC,LT,0.0,,,JP,,23.1,300.0,
