"id","section","number","level","side","storage_unit_size_w","storage_unit_size_h","storage_unit_size_l","friend_group","purpose","comments","life_span","article_no","article_storage_id","oldest_date_in_unit","quantity_single","quantity_carton","default_article_no","over_size","single_quantity_threshold","single_quantity_max","size","date_shipment_in"
"914","D","5","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11579",NULL,NULL,"200",NULL,NULL,NULL,"160","200","Full","2021-05-15"
"915","D","6","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11591",NULL,NULL,"108",NULL,NULL,NULL,"86.4","108","Full","2022-07-04"
"916","D","7","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11724",NULL,NULL,"240",NULL,NULL,NULL,"320","400","Full","2022-05-18"
"917","D","8","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11690",NULL,NULL,"220",NULL,NULL,NULL,"480","600","Full","2022-09-28"
"918","D","9","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11752",NULL,NULL,"108",NULL,NULL,NULL,"512","640","Full","2022-11-22"
"919","D","10","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11649",NULL,NULL,"120",NULL,NULL,NULL,"120","150","Full","2021-10-14"
"920","D","11","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"11686",NULL,NULL,"400",NULL,NULL,NULL,"512","640","Full","2022-09-28"
"921","D","12","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11694",NULL,NULL,"240",NULL,NULL,NULL,"90","2240","Full","2022-05-03"
"922","D","13","l2","None","0.8","1.8","1.2",NULL,"Normal","Noneverified qty of 11647 with qty 0",NULL,"11700",NULL,NULL,"144",NULL,NULL,NULL,"128","160","Full","2022-10-25"
"923","D","14","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11700",NULL,NULL,"144",NULL,NULL,NULL,"320","400","Full","2022-10-25"
"924","D","15","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11591",NULL,NULL,"108",NULL,NULL,NULL,"86.4","108","Full","2022-07-04"
"925","D","16","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"176","220","Full","2000-01-01"
"926","D","17","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11700",NULL,NULL,"144",NULL,NULL,NULL,"360","450","Full","2022-10-25"
"927","D","18","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"12167",NULL,NULL,"340",NULL,NULL,NULL,"160","220","Full","2022-11-22"
"928","D","19","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11077",NULL,NULL,"220",NULL,NULL,NULL,"512","640","Full","2022-05-18"
"929","D","20","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11077",NULL,NULL,"220",NULL,NULL,NULL,"512","640","Full","2022-05-18"
"930","D","21","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11648",NULL,NULL,"150",NULL,NULL,NULL,"240","320","Full","2022-04-01"
"931","D","22","l2","None","0.8","1.5","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"932","D","23","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11576",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2022-06-10"
"933","D","24","l2","None","0.8","0","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"0","120","Full","2000-01-01"
"934","E","1","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"176","220","Full","2000-01-01"
"935","E","2","l2","None","0.8","1.5","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"72","220","Full","2000-01-01"
"936","E","3","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11077",NULL,NULL,"220",NULL,NULL,NULL,"96","640","Full","2022-05-18"
"937","E","4","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"938","E","5","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"939","E","6","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"940","E","7","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"941","E","8","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"10789",NULL,NULL,"420",NULL,NULL,NULL,"480","600","Full","2022-03-30"
"942","E","9","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"10844",NULL,NULL,"1120",NULL,NULL,NULL,"96","320","Full","2022-05-03"
"943","E","10","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"176","220","Full","2000-01-01"
"944","E","11","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"1792","2240","Full","2000-01-01"
"945","E","12","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"480","640","Full","2000-01-01"
"946","E","13","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11589",NULL,NULL,"48",NULL,NULL,NULL,"86.4","108","Full","2021-05-15"
"947","E","14","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11589",NULL,NULL,"108",NULL,NULL,NULL,"86.4","108","Full","2021-06-28"
"948","E","15","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11589",NULL,NULL,"108",NULL,NULL,NULL,"86.4","108","Full","2021-05-15"
"949","E","16","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"192","240","Full","2000-01-01"
"950","E","17","l2","None","0.8","1.8","1.2",NULL,"Normal","Noneverified qty of 11590 with qty 0verified qty of 11590 with qty 108",NULL,"11693",NULL,NULL,"260",NULL,NULL,NULL,"512","640","Full","2022-09-28"
"951","E","18","l2","None","0.8","1.8","1.2",NULL,"Normal","Noneverified qty of 11590 with qty 0verified qty of 11590 with qty 108",NULL,"10844",NULL,NULL,"1120",NULL,NULL,NULL,"54","108","Full","2022-05-03"
"952","E","19","l2","None","0.8","1.5","1.2","0","Normal","None",NULL,"11168",NULL,NULL,"440",NULL,NULL,NULL,"448","560","Full","2022-09-13"
"953","E","20","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"192","240","Full","2000-01-01"
"954","E","21","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"955","E","22","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"192","240","Full","2000-01-01"
"956","E","23","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"192","240","Full","2000-01-01"
"957","E","24","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11649",NULL,NULL,"40",NULL,NULL,NULL,"120","150","Full","2021-08-06"
"958","F","1","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11422",NULL,NULL,"50",NULL,NULL,NULL,"256","320","Full","2022-01-13"
"959","F","2","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"140","2240","Full","2000-01-01"
"960","F","3","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"961","F","4","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11447",NULL,NULL,"320",NULL,NULL,NULL,"86.4","108","Full","2022-08-18"
"962","F","5","l2","None","0.8","1.4","1.2","0","Normal","None",NULL,"11354",NULL,NULL,"108",NULL,NULL,NULL,"70","560","Full","2022-12-14"
"963","F","6","l2","None","0.8","1.4","1.2","0","Normal","None",NULL,"11738",NULL,NULL,"100",NULL,NULL,NULL,"300","400","Full","2022-07-04"
"964","F","7","l2","None","0.8","1.4","1.2","0","Normal","None",NULL,"11354",NULL,NULL,"108",NULL,NULL,NULL,"72","560","Full","2022-12-14"
"965","F","8","l2","None","0.8","1.4","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"966","F","9","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,"11265",NULL,NULL,"260",NULL,NULL,NULL,"448","560","Full","2022-12-14"
"967","F","10","l2","None","0.8","1.4","1.2","0","Normal","None",NULL,"11263",NULL,NULL,"300",NULL,NULL,NULL,"512","640","Full","2022-12-14"
"968","F","11","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,"11993",NULL,NULL,"40",NULL,NULL,NULL,"352","440","Full","2022-07-04"
"969","F","12","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"1792","2240","Full","2000-01-01"
"970","F","13","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"971","F","14","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"972","F","15","l2","None","0.8","1.4","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"973","F","16","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,"11955",NULL,NULL,"300",NULL,NULL,NULL,"352","440","Full","2022-09-28"
"974","F","17","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,"11956",NULL,NULL,"300",NULL,NULL,NULL,"320","640","Full","2022-09-28"
"975","F","18","l2","None","0.8","1.2","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"976","F","19","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"54","144","Full","2000-01-01"
"977","F","20","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"0","220","Full","2000-01-01"
"978","F","21","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"360","600","Full","2000-01-01"
"979","F","22","l2","None","0.8","1.4","1.2","0","Normal","Noneverified qty of 11611 with qty 30",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"980","F","23","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,"12076",NULL,NULL,"320",NULL,NULL,NULL,"448","560","Full","2022-07-04"
"981","F","24","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,"11354",NULL,NULL,"108",NULL,NULL,NULL,"115.2","144","Full","2022-10-18"
"982","F","25","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,"12081",NULL,NULL,"40",NULL,NULL,NULL,"448","560","Full","2022-07-04"
"983","G","1","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11429",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2021-07-05"
"984","G","2","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"11804",NULL,NULL,"96",NULL,NULL,NULL,"96","120","Full","2022-07-13"
"985","G","3","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"986","G","4","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11804",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2022-07-13"
"987","G","5","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11525",NULL,NULL,"120",NULL,NULL,NULL,"115.2","144","Full","2022-08-10"
"988","G","6","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"400","500","Full","2000-01-01"
"989","G","7","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"400","500","Full","2000-01-01"
"990","G","8","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"480","600","Full","2000-01-01"
"991","G","9","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"992","G","10","l2","None","0.8","1.5","1.2","0","Normal","None",NULL,"12116",NULL,NULL,"260",NULL,NULL,NULL,"320","400","Full","2022-09-28"
"993","G","11","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11525",NULL,NULL,"120",NULL,NULL,NULL,"115.2","144","Full","2022-08-10"
"994","G","12","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11429",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2021-07-05"
"995","G","13","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11354",NULL,NULL,"144",NULL,NULL,NULL,"115.2","144","Full","2022-10-18"
"996","G","14","l2","None","0.8","1.5","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"72","500","Full","2000-01-01"
"997","G","15","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"998","G","16","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"336","420","Full","2000-01-01"
"999","G","17","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11525",NULL,NULL,"120",NULL,NULL,NULL,"115.2","144","Full","2022-08-10"
"1000","G","18","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11525",NULL,NULL,"120",NULL,NULL,NULL,"115.2","144","Full","2022-08-10"
"1001","G","19","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11517",NULL,NULL,"520",NULL,NULL,NULL,"120","150","Full","2022-08-18"
"1002","G","20","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"90","1920","Full","2000-01-01"
"1003","G","21","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"1004","G","22","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"1005","H","1","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"1006","H","2","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"1007","H","3","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"380","580","Full","2000-01-01"
"1008","H","4","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11457",NULL,NULL,"108",NULL,NULL,NULL,"86.4","108","Full","2022-02-03"
"1009","H","5","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"1010","H","6","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"1011","H","7","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"1012","H","8","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"176","220","Full","2000-01-01"
"1013","H","9","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"1014","H","10","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"400","500","Full","2000-01-01"
"1015","H","11","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"140","108","Full","2000-01-01"
"1016","H","12","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"192","240","Full","2000-01-01"
"1017","H","13","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"512","640","Full","2000-01-01"
"1018","H","14","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"0","320","Full","2000-01-01"
"1019","H","15","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"11485",NULL,NULL,"400",NULL,NULL,NULL,"380","500","Full","2022-10-25"
"1020","H","16","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"640","320","Full","2000-01-01"
"1021","H","17","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"1022","H","18","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"448","560","Full","2000-01-01"
"1023","H","19","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"1024","H","20","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"1025","H","21","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11168",NULL,NULL,"360",NULL,NULL,NULL,"448","560","Full","2022-09-02"
"1026","H","22","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11611",NULL,NULL,"108",NULL,NULL,NULL,"86.4","108","Full","2022-10-25"
"1027","H","23","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,"12121",NULL,NULL,"320",NULL,NULL,NULL,"480","600","Full","2022-09-28"
"1028","H","24","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"86.4","108","Full","2000-01-01"
"1029","I","1","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11805",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2022-01-19"
"1030","I","2","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"21713",NULL,NULL,"100",NULL,NULL,NULL,"352","440","Full","2022-06-10"
"1031","I","3","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"280","600","Full","2000-01-01"
"1032","I","4","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"360","450","Full","2000-01-01"
"1033","I","5","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11709",NULL,NULL,"400",NULL,NULL,NULL,"320","400","Full","2022-09-28"
"1034","I","6","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"0","530","Full","2000-01-01"
"1035","I","7","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"280","440","Full","2000-01-01"
"1036","I","8","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11749",NULL,NULL,"240",NULL,NULL,NULL,"192","240","Full","2021-05-15"
"1037","I","9","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"288","360","Full","2000-01-01"
"1038","I","10","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"288","360","Full","2000-01-01"
"1039","I","11","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"240","360","Full","2000-01-01"
"1040","I","12","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"160","200","Full","2000-01-01"
"1041","I","13","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11575",NULL,NULL,"30",NULL,NULL,NULL,"240","360","Full","2022-08-25"
"1042","I","14","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11575",NULL,NULL,"144",NULL,NULL,NULL,"640","800","Full","2022-08-25"
"1043","I","15","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11167",NULL,NULL,"640",NULL,NULL,NULL,"640","360","Full","2022-06-10"
"1044","I","16","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11804",NULL,NULL,"12",NULL,NULL,NULL,"96","120","Full","2022-01-19"
"1045","I","17","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11167",NULL,NULL,"640",NULL,NULL,NULL,"384","480","Full","2022-06-10"
"1046","I","18","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11167",NULL,NULL,"640",NULL,NULL,NULL,"240","360","Full","2022-06-10"
"1047","I","19","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11804",NULL,NULL,"120",NULL,NULL,NULL,"96","120","Full","2022-01-19"
"1048","I","20","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"160","200","Full","2000-01-01"
"1049","I","21","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11167",NULL,NULL,"640",NULL,NULL,NULL,"280","440","Full","2022-06-10"
"1050","I","22","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,"11615",NULL,NULL,"120",NULL,NULL,NULL,"700","800","Full","2022-08-25"
"1051","I","23","l2","None","0.8","1.4","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"480","600","Full","2000-01-01"
"1052","I","24","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11726",NULL,NULL,"450",NULL,NULL,NULL,"480","600","Full","2022-07-04"
"1053","J","1","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"1054","J","2","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11595",NULL,NULL,"440",NULL,NULL,NULL,"120","150","Full","2022-09-13"
"1055","J","3","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"1056","J","4","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"1057","J","5","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"256","320","Full","2000-01-01"
"1058","J","6","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"0","240","Full","2000-01-01"
"1059","J","7","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"42","54","Full","2000-01-01"
"1060","J","8","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"120","150","Full","2000-01-01"
"1061","J","9","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"1062","J","10","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11804",NULL,NULL,"120",NULL,NULL,NULL,"115.2","144","Full","2022-08-25"
"1063","J","11","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"115.2","144","Full","2000-01-01"
"1064","J","12","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"1280","1600","Full","2000-01-01"
"1065","J","13","l2","None","0.8","1.8","1.2","0","Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"1066","J","14","l2","None","0.8","1.8","1.2",NULL,"Normal","Noneverified qty and article_no of 11841 with qty 220",NULL,"11987",NULL,NULL,"170",NULL,NULL,NULL,"190","240","Full","2022-06-10"
"1067","J","15","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"1068","J","16","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11988",NULL,NULL,"60",NULL,NULL,NULL,"96","120","Full","2022-06-10"
"1069","J","17","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11808",NULL,NULL,"96",NULL,NULL,NULL,"96","120","Full","2022-01-19"
"1070","J","18","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"1071","J","19","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"10818",NULL,NULL,"300",NULL,NULL,NULL,"288","360","Full","2021-05-15"
"1072","J","20","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"480","600","Full","2000-01-01"
"1073","J","21","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"11838",NULL,NULL,"360",NULL,NULL,NULL,"352","440","Full","2021-07-20"
"1074","J","22","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"352","440","Full","2000-01-01"
"1075","J","23","l2","None","0.8","1.5","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"240","440","Full","2000-01-01"
"1076","J","24","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"115.2","144","Full","2000-01-01"
"1077","J","25","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"96","120","Full","2000-01-01"
"1078","J","26","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"12110",NULL,NULL,"240",NULL,NULL,NULL,"352","440","Full","2022-07-13"
"1079","J","27","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,"280","440","Full","2000-01-01"
"1080","K","1","l2","None","0.8","1.8","1.2",NULL,"Normal","None",NULL,"10761",NULL,NULL,"240",NULL,NULL,NULL,"400","500","Full","2022-06-14"
